,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:25:00,-2.3076923076923075,-0.4230769230769231,2.4615384615384617,3.8846153846153846,1.6538461538461537,-2.269230769230769,1.1923076923076923,-2.1153846153846154,2.769230769230769,1.7307692307692308,-0.7307692307692307,1.9615384615384615
2020-09-23 14:26:00,-2.2962962962962963,-0.37037037037037035,2.5925925925925926,4.074074074074074,1.8148148148148149,-2.3333333333333335,1.2592592592592593,-2.111111111111111,2.814814814814815,1.8518518518518519,-0.6296296296296297,2.074074074074074
2020-09-23 14:27:00,-2.3214285714285716,-0.35714285714285715,2.7142857142857144,4.285714285714286,1.9285714285714286,-2.392857142857143,1.3571428571428572,-2.107142857142857,2.892857142857143,1.9285714285714286,-0.5714285714285714,2.1785714285714284
2020-09-23 14:28:00,-2.3793103448275863,-0.3103448275862069,2.793103448275862,4.517241379310345,2.0689655172413794,-2.4827586206896552,1.4137931034482758,-2.0689655172413794,2.9310344827586206,2.0,-0.4827586206896552,2.310344827586207
2020-09-23 14:29:00,-2.466666666666667,-0.26666666666666666,2.9,4.766666666666667,2.2333333333333334,-2.566666666666667,1.5,-2.0,2.966666666666667,2.066666666666667,-0.43333333333333335,2.466666666666667
2020-09-23 14:30:00,-2.5483870967741935,-0.22580645161290322,3.032258064516129,4.967741935483871,2.4193548387096775,-2.6451612903225805,1.5806451612903225,-1.903225806451613,3.0,2.096774193548387,-0.41935483870967744,2.6451612903225805
2020-09-23 14:31:00,-2.65625,-0.1875,3.15625,5.15625,2.625,-2.75,1.6875,-1.84375,3.0,2.09375,-0.375,2.8125
2020-09-23 14:32:00,-2.787878787878788,-0.18181818181818182,3.272727272727273,5.333333333333333,2.8484848484848486,-2.8484848484848486,1.7575757575757576,-1.7878787878787878,2.9696969696969697,2.121212121212121,-0.36363636363636365,2.9696969696969697
2020-09-23 14:33:00,-2.911764705882353,-0.17647058823529413,3.411764705882353,5.470588235294118,3.0588235294117645,-2.9705882352941178,1.8235294117647058,-1.7352941176470589,2.9705882352941178,2.176470588235294,-0.38235294117647056,3.088235294117647
2020-09-23 14:34:00,-3.0,-0.2,3.5142857142857142,5.628571428571429,3.257142857142857,-3.1142857142857143,1.8571428571428572,-1.6857142857142857,2.942857142857143,2.2,-0.42857142857142855,3.1714285714285713
2020-09-23 14:35:00,-3.0555555555555554,-0.19444444444444445,3.638888888888889,5.805555555555555,3.4722222222222223,-3.25,1.8888888888888888,-1.6111111111111112,2.888888888888889,2.25,-0.4722222222222222,3.2777777777777777
2020-09-23 14:36:00,-3.108108108108108,-0.16216216216216217,3.7837837837837838,6.0,3.675675675675676,-3.3513513513513513,1.8918918918918919,-1.5405405405405406,2.8378378378378377,2.324324324324324,-0.5405405405405406,3.3783783783783785
2020-09-23 14:37:00,-3.1578947368421053,-0.10526315789473684,3.8947368421052633,6.2105263157894735,3.8947368421052633,-3.473684210526316,1.894736842105263,-1.5,2.8157894736842106,2.3947368421052633,-0.631578947368421,3.4473684210526314
2020-09-23 14:38:00,-3.2051282051282053,-0.07692307692307693,3.9743589743589745,6.410256410256411,4.102564102564102,-3.5641025641025643,1.8717948717948718,-1.4615384615384615,2.7948717948717947,2.4615384615384617,-0.7435897435897436,3.4871794871794872
2020-09-23 14:39:00,-3.225,-0.025,4.025,6.575,4.275,-3.65,1.85,-1.425,2.8,2.5,-0.875,3.525
2020-09-23 14:40:00,-3.2195121951219514,0.0,4.097560975609756,6.7560975609756095,4.414634146341464,-3.707317073170732,1.829268292682927,-1.3658536585365855,2.7804878048780486,2.5365853658536586,-1.024390243902439,3.5365853658536586
2020-09-23 14:41:00,-3.2142857142857144,0.023809523809523808,4.190476190476191,6.9523809523809526,4.523809523809524,-3.761904761904762,1.8333333333333333,-1.2857142857142858,2.7857142857142856,2.5952380952380953,-1.1428571428571428,3.5476190476190474
2020-09-23 14:42:00,-3.186046511627907,0.046511627906976744,4.27906976744186,7.162790697674419,4.651162790697675,-3.813953488372093,1.813953488372093,-1.2093023255813953,2.7906976744186047,2.627906976744186,-1.2790697674418605,3.5348837209302326
2020-09-23 14:43:00,-3.1818181818181817,0.06818181818181818,4.340909090909091,7.363636363636363,4.7727272727272725,-3.8636363636363638,1.7954545454545454,-1.1363636363636365,2.8181818181818183,2.6363636363636362,-1.4318181818181819,3.5454545454545454
2020-09-23 14:44:00,-3.1777777777777776,0.06666666666666667,4.377777777777778,7.5777777777777775,4.911111111111111,-3.888888888888889,1.7555555555555555,-1.0888888888888888,2.8444444444444446,2.6222222222222222,-1.6,3.5555555555555554
2020-09-23 14:45:00,-3.2,0.044444444444444446,4.555555555555555,7.955555555555556,5.177777777777778,-4.022222222222222,1.711111111111111,-1.0888888888888888,2.911111111111111,2.7111111111111112,-1.8222222222222222,3.6444444444444444
2020-09-23 14:46:00,-3.2444444444444445,0.0,4.711111111111111,8.355555555555556,5.4222222222222225,-4.133333333333334,1.6666666666666667,-1.0666666666666667,3.0,2.7777777777777777,-2.0444444444444443,3.7111111111111112
2020-09-23 14:47:00,-3.2888888888888888,0.0,4.866666666666666,8.755555555555556,5.688888888888889,-4.266666666666667,1.6222222222222222,-1.0444444444444445,3.088888888888889,2.8444444444444446,-2.2666666666666666,3.7777777777777777
2020-09-23 14:48:00,-3.3555555555555556,0.0,5.044444444444444,9.155555555555555,5.977777777777778,-4.444444444444445,1.5555555555555556,-1.0,3.1555555555555554,2.933333333333333,-2.4444444444444446,3.8666666666666667
2020-09-23 14:49:00,-3.422222222222222,0.044444444444444446,5.2,9.533333333333333,6.266666666666667,-4.622222222222222,1.488888888888889,-0.9111111111111111,3.2,3.0,-2.6444444444444444,3.911111111111111
2020-09-23 14:50:00,-3.488888888888889,0.1111111111111111,5.311111111111111,9.88888888888889,6.5777777777777775,-4.777777777777778,1.3777777777777778,-0.8444444444444444,3.2,3.066666666666667,-2.8666666666666667,3.977777777777778
2020-09-23 14:51:00,-3.577777777777778,0.2,5.4,10.222222222222221,6.888888888888889,-4.933333333333334,1.2666666666666666,-0.7777777777777778,3.2,3.088888888888889,-3.088888888888889,4.022222222222222
2020-09-23 14:52:00,-3.6666666666666665,0.24444444444444444,5.511111111111111,10.555555555555555,7.222222222222222,-5.133333333333334,1.1777777777777778,-0.7555555555555555,3.1777777777777776,3.088888888888889,-3.3333333333333335,4.066666666666666
2020-09-23 14:53:00,-3.7555555555555555,0.28888888888888886,5.5777777777777775,10.911111111111111,7.533333333333333,-5.288888888888889,1.0888888888888888,-0.7111111111111111,3.1333333333333333,3.1333333333333333,-3.577777777777778,4.088888888888889
2020-09-23 14:54:00,-3.8222222222222224,0.3333333333333333,5.6,11.28888888888889,7.866666666666666,-5.4222222222222225,1.0,-0.6444444444444445,3.066666666666667,3.2222222222222223,-3.8666666666666667,4.111111111111111
2020-09-23 14:55:00,-3.888888888888889,0.37777777777777777,5.644444444444445,11.666666666666666,8.2,-5.533333333333333,0.9333333333333333,-0.5777777777777777,3.022222222222222,3.3333333333333335,-4.155555555555556,4.133333333333334
2020-09-23 14:56:00,-3.9555555555555557,0.37777777777777777,5.666666666666667,12.022222222222222,8.533333333333333,-5.644444444444445,0.8222222222222222,-0.4888888888888889,2.9555555555555557,3.4,-4.488888888888889,4.2
2020-09-23 14:57:00,-4.044444444444444,0.4,5.711111111111111,12.355555555555556,8.911111111111111,-5.711111111111111,0.6888888888888889,-0.37777777777777777,2.911111111111111,3.511111111111111,-4.822222222222222,4.2444444444444445
2020-09-23 14:58:00,-4.088888888888889,0.4444444444444444,5.7555555555555555,12.688888888888888,9.266666666666667,-5.7555555555555555,0.6,-0.26666666666666666,2.888888888888889,3.6,-5.2,4.266666666666667
2020-09-23 14:59:00,-4.155555555555556,0.4888888888888889,5.844444444444444,13.022222222222222,9.622222222222222,-5.777777777777778,0.5111111111111111,-0.17777777777777778,2.888888888888889,3.7333333333333334,-5.555555555555555,4.2444444444444445
2020-09-23 15:00:00,-4.2,0.4888888888888889,5.955555555555556,13.333333333333334,9.955555555555556,-5.777777777777778,0.4,-0.13333333333333333,2.888888888888889,3.8444444444444446,-5.955555555555556,4.177777777777778
2020-09-23 15:01:00,-4.266666666666667,0.5333333333333333,6.066666666666666,13.622222222222222,10.266666666666667,-5.7555555555555555,0.28888888888888886,-0.13333333333333333,2.8666666666666667,3.9555555555555557,-6.377777777777778,4.088888888888889
2020-09-23 15:02:00,-4.288888888888889,0.5555555555555556,6.155555555555556,13.911111111111111,10.555555555555555,-5.711111111111111,0.17777777777777778,-0.08888888888888889,2.8666666666666667,4.088888888888889,-6.7555555555555555,4.022222222222222
2020-09-23 15:03:00,-4.266666666666667,0.5555555555555556,6.222222222222222,14.2,10.822222222222223,-5.711111111111111,0.06666666666666667,-0.044444444444444446,2.8444444444444446,4.222222222222222,-7.133333333333334,3.977777777777778
2020-09-23 15:04:00,-4.222222222222222,0.5111111111111111,6.288888888888889,14.488888888888889,11.11111111111111,-5.7555555555555555,-0.06666666666666667,0.044444444444444446,2.7777777777777777,4.355555555555555,-7.511111111111111,3.933333333333333
2020-09-23 15:05:00,-4.222222222222222,0.4444444444444444,6.355555555555555,14.777777777777779,11.422222222222222,-5.8,-0.2,0.13333333333333333,2.6666666666666665,4.488888888888889,-7.844444444444444,3.888888888888889
2020-09-23 15:06:00,-4.222222222222222,0.37777777777777777,6.4222222222222225,15.11111111111111,11.733333333333333,-5.888888888888889,-0.3333333333333333,0.2,2.6,4.644444444444445,-8.177777777777777,3.8666666666666667
2020-09-23 15:07:00,-4.2,0.3111111111111111,6.488888888888889,15.4,12.022222222222222,-6.0,-0.4444444444444444,0.26666666666666666,2.533333333333333,4.777777777777778,-8.533333333333333,3.8444444444444446
2020-09-23 15:08:00,-4.155555555555556,0.24444444444444444,6.511111111111111,15.666666666666666,12.333333333333334,-6.111111111111111,-0.5333333333333333,0.37777777777777777,2.4444444444444446,4.911111111111111,-8.911111111111111,3.8
2020-09-23 15:09:00,-4.111111111111111,0.2,6.533333333333333,15.977777777777778,12.644444444444444,-6.177777777777778,-0.6222222222222222,0.4444444444444444,2.3555555555555556,5.066666666666666,-9.28888888888889,3.7111111111111112
2020-09-23 15:10:00,-4.088888888888889,0.13333333333333333,6.533333333333333,16.288888888888888,12.955555555555556,-6.266666666666667,-0.6888888888888889,0.5555555555555556,2.311111111111111,5.2,-9.688888888888888,3.6222222222222222
2020-09-23 15:11:00,-4.111111111111111,0.1111111111111111,6.533333333333333,16.57777777777778,13.222222222222221,-6.355555555555555,-0.7777777777777778,0.6222222222222222,2.2666666666666666,5.333333333333333,-10.11111111111111,3.577777777777778
2020-09-23 15:12:00,-4.133333333333334,0.13333333333333333,6.555555555555555,16.822222222222223,13.533333333333333,-6.4222222222222225,-0.8888888888888888,0.7111111111111111,2.1777777777777776,5.466666666666667,-10.511111111111111,3.511111111111111
2020-09-23 15:13:00,-4.133333333333334,0.13333333333333333,6.622222222222222,17.022222222222222,13.844444444444445,-6.466666666666667,-0.9777777777777777,0.7777777777777778,2.1333333333333333,5.5777777777777775,-10.955555555555556,3.4
2020-09-23 15:14:00,-4.111111111111111,0.15555555555555556,6.688888888888889,17.22222222222222,14.155555555555555,-6.488888888888889,-1.0666666666666667,0.8444444444444444,2.088888888888889,5.666666666666667,-11.355555555555556,3.2888888888888888
2020-09-23 15:15:00,-4.111111111111111,0.2,6.711111111111111,17.42222222222222,14.466666666666667,-6.511111111111111,-1.1333333333333333,0.9111111111111111,2.066666666666667,5.777777777777778,-11.71111111111111,3.1777777777777776
2020-09-23 15:16:00,-4.111111111111111,0.2222222222222222,6.7555555555555555,17.644444444444446,14.733333333333333,-6.533333333333333,-1.2222222222222223,1.0222222222222221,2.0444444444444443,5.911111111111111,-12.11111111111111,3.066666666666667
2020-09-23 15:17:00,-4.088888888888889,0.28888888888888886,6.822222222222222,17.866666666666667,14.955555555555556,-6.533333333333333,-1.2666666666666666,1.1333333333333333,2.0444444444444443,6.044444444444444,-12.488888888888889,2.977777777777778
2020-09-23 15:18:00,-4.044444444444444,0.3333333333333333,6.888888888888889,18.08888888888889,15.177777777777777,-6.533333333333333,-1.3333333333333333,1.2444444444444445,2.0444444444444443,6.155555555555556,-12.866666666666667,2.888888888888889
2020-09-23 15:19:00,-4.0,0.4222222222222222,6.977777777777778,18.288888888888888,15.422222222222222,-6.533333333333333,-1.4,1.3333333333333333,2.088888888888889,6.311111111111111,-13.244444444444444,2.8444444444444446
2020-09-23 15:20:00,-4.0,0.4666666666666667,7.044444444444444,18.444444444444443,15.666666666666666,-6.511111111111111,-1.488888888888889,1.4222222222222223,2.1333333333333333,6.4222222222222225,-13.6,2.8
2020-09-23 15:21:00,-4.0,0.4666666666666667,7.111111111111111,18.6,15.911111111111111,-6.533333333333333,-1.5555555555555556,1.488888888888889,2.1555555555555554,6.511111111111111,-13.955555555555556,2.7333333333333334
2020-09-23 15:22:00,-4.0,0.4666666666666667,7.222222222222222,18.733333333333334,16.11111111111111,-6.555555555555555,-1.6,1.5777777777777777,2.1555555555555554,6.5777777777777775,-14.266666666666667,2.688888888888889
2020-09-23 15:23:00,-4.0,0.4888888888888889,7.333333333333333,18.844444444444445,16.288888888888888,-6.622222222222222,-1.6222222222222222,1.6888888888888889,2.1777777777777776,6.644444444444445,-14.577777777777778,2.6666666666666665
2020-09-23 15:24:00,-4.022222222222222,0.5111111111111111,7.488888888888889,18.955555555555556,16.466666666666665,-6.688888888888889,-1.6222222222222222,1.8222222222222222,2.2,6.733333333333333,-14.88888888888889,2.6444444444444444
2020-09-23 15:25:00,-4.066666666666666,0.5555555555555556,7.622222222222222,19.022222222222222,16.644444444444446,-6.8,-1.6,1.9555555555555555,2.2666666666666666,6.844444444444444,-15.177777777777777,2.6222222222222222
2020-09-23 15:26:00,-4.088888888888889,0.5777777777777777,7.711111111111111,19.044444444444444,16.866666666666667,-6.888888888888889,-1.6222222222222222,2.0444444444444443,2.311111111111111,6.911111111111111,-15.488888888888889,2.6222222222222222
2020-09-23 15:27:00,-4.155555555555556,0.6,7.777777777777778,19.066666666666666,17.044444444444444,-6.977777777777778,-1.6222222222222222,2.1555555555555554,2.3333333333333335,7.0,-15.755555555555556,2.6444444444444444
2020-09-23 15:28:00,-4.177777777777778,0.6444444444444445,7.844444444444444,19.11111111111111,17.22222222222222,-7.088888888888889,-1.6,2.2444444444444445,2.3555555555555556,7.088888888888889,-16.0,2.6222222222222222
2020-09-23 15:29:00,-4.2,0.7333333333333333,7.955555555555556,19.11111111111111,17.377777777777776,-7.222222222222222,-1.5777777777777777,2.3777777777777778,2.3777777777777778,7.222222222222222,-16.22222222222222,2.6
2020-09-23 15:30:00,-4.2444444444444445,0.8666666666666667,8.044444444444444,19.11111111111111,17.555555555555557,-7.355555555555555,-1.5333333333333334,2.533333333333333,2.4444444444444446,7.355555555555555,-16.42222222222222,2.6
2020-09-23 15:31:00,-4.288888888888889,1.0,8.11111111111111,19.133333333333333,17.755555555555556,-7.488888888888889,-1.5333333333333334,2.6666666666666665,2.488888888888889,7.533333333333333,-16.57777777777778,2.577777777777778
2020-09-23 15:32:00,-4.355555555555555,1.0888888888888888,8.2,19.155555555555555,17.955555555555556,-7.6,-1.511111111111111,2.8,2.533333333333333,7.666666666666667,-16.733333333333334,2.5555555555555554
2020-09-23 15:33:00,-4.4222222222222225,1.2,8.28888888888889,19.133333333333333,18.155555555555555,-7.711111111111111,-1.4666666666666666,2.933333333333333,2.6,7.8,-16.91111111111111,2.533333333333333
2020-09-23 15:34:00,-4.533333333333333,1.288888888888889,8.377777777777778,19.155555555555555,18.355555555555554,-7.8,-1.4444444444444444,3.0444444444444443,2.6444444444444444,7.955555555555556,-17.066666666666666,2.533333333333333
2020-09-23 15:35:00,-4.6,1.3333333333333333,8.466666666666667,19.177777777777777,18.533333333333335,-7.866666666666666,-1.4222222222222223,3.1777777777777776,2.688888888888889,8.066666666666666,-17.2,2.488888888888889
2020-09-23 15:36:00,-4.688888888888889,1.3777777777777778,8.6,19.177777777777777,18.711111111111112,-7.911111111111111,-1.3777777777777778,3.2888888888888888,2.7111111111111112,8.222222222222221,-17.377777777777776,2.488888888888889
2020-09-23 15:37:00,-4.7555555555555555,1.4222222222222223,8.71111111111111,19.155555555555555,18.91111111111111,-7.955555555555556,-1.3111111111111111,3.4444444444444446,2.7555555555555555,8.377777777777778,-17.555555555555557,2.511111111111111
2020-09-23 15:38:00,-4.822222222222222,1.4222222222222223,8.844444444444445,19.133333333333333,19.11111111111111,-8.022222222222222,-1.2,3.6222222222222222,2.8222222222222224,8.511111111111111,-17.711111111111112,2.5555555555555554
2020-09-23 15:39:00,-4.866666666666666,1.4444444444444444,8.977777777777778,19.066666666666666,19.31111111111111,-8.11111111111111,-1.0666666666666667,3.7555555555555555,2.8666666666666667,8.622222222222222,-17.844444444444445,2.6
2020-09-23 15:40:00,-4.933333333333334,1.488888888888889,9.088888888888889,18.977777777777778,19.488888888888887,-8.2,-0.9333333333333333,3.888888888888889,2.911111111111111,8.71111111111111,-17.955555555555556,2.6666666666666665
2020-09-23 15:41:00,-5.022222222222222,1.5555555555555556,9.177777777777777,18.91111111111111,19.644444444444446,-8.28888888888889,-0.7555555555555555,4.022222222222222,2.9555555555555557,8.844444444444445,-18.044444444444444,2.688888888888889
2020-09-23 15:42:00,-5.066666666666666,1.6444444444444444,9.266666666666667,18.844444444444445,19.77777777777778,-8.377777777777778,-0.5555555555555556,4.111111111111111,2.977777777777778,8.955555555555556,-18.08888888888889,2.7111111111111112
2020-09-23 15:43:00,-5.133333333333334,1.711111111111111,9.355555555555556,18.755555555555556,19.933333333333334,-8.511111111111111,-0.35555555555555557,4.222222222222222,3.0,9.088888888888889,-18.11111111111111,2.7111111111111112
2020-09-23 15:44:00,-5.222222222222222,1.7555555555555555,9.444444444444445,18.666666666666668,20.08888888888889,-8.644444444444444,-0.1111111111111111,4.333333333333333,3.0444444444444443,9.222222222222221,-18.133333333333333,2.7555555555555555
2020-09-23 15:45:00,-5.311111111111111,1.8222222222222222,9.511111111111111,18.555555555555557,20.244444444444444,-8.8,0.1111111111111111,4.488888888888889,3.111111111111111,9.4,-18.133333333333333,2.8444444444444446
2020-09-23 15:46:00,-5.377777777777778,1.8444444444444446,9.6,18.444444444444443,20.4,-8.977777777777778,0.3111111111111111,4.688888888888889,3.1777777777777776,9.6,-18.11111111111111,2.977777777777778
2020-09-23 15:47:00,-5.466666666666667,1.8666666666666667,9.688888888888888,18.31111111111111,20.533333333333335,-9.155555555555555,0.4888888888888889,4.888888888888889,3.2666666666666666,9.755555555555556,-18.11111111111111,3.111111111111111
2020-09-23 15:48:00,-5.6,1.9333333333333333,9.777777777777779,18.177777777777777,20.644444444444446,-9.28888888888889,0.6666666666666666,5.088888888888889,3.3777777777777778,9.88888888888889,-18.08888888888889,3.2
2020-09-23 15:49:00,-5.7555555555555555,2.0444444444444443,9.822222222222223,18.044444444444444,20.733333333333334,-9.4,0.8666666666666667,5.2444444444444445,3.533333333333333,10.022222222222222,-18.08888888888889,3.2666666666666666
2020-09-23 15:50:00,-5.911111111111111,2.1555555555555554,9.866666666666667,17.91111111111111,20.822222222222223,-9.555555555555555,1.0222222222222221,5.4,3.7333333333333334,10.11111111111111,-18.08888888888889,3.3333333333333335
2020-09-23 15:51:00,-6.111111111111111,2.2444444444444445,9.88888888888889,17.77777777777778,20.88888888888889,-9.688888888888888,1.2,5.6,3.888888888888889,10.177777777777777,-18.11111111111111,3.4
2020-09-23 15:52:00,-6.333333333333333,2.311111111111111,9.866666666666667,17.666666666666668,20.933333333333334,-9.8,1.3777777777777778,5.8,4.022222222222222,10.222222222222221,-18.155555555555555,3.4444444444444446
2020-09-23 15:53:00,-6.533333333333333,2.3777777777777778,9.866666666666667,17.555555555555557,20.955555555555556,-9.866666666666667,1.511111111111111,5.955555555555556,4.133333333333334,10.266666666666667,-18.2,3.511111111111111
2020-09-23 15:54:00,-6.7555555555555555,2.422222222222222,9.866666666666667,17.444444444444443,20.977777777777778,-9.933333333333334,1.6222222222222222,6.111111111111111,4.2444444444444445,10.28888888888889,-18.266666666666666,3.6
2020-09-23 15:55:00,-6.977777777777778,2.466666666666667,9.844444444444445,17.333333333333332,21.0,-10.022222222222222,1.7555555555555555,6.2444444444444445,4.333333333333333,10.28888888888889,-18.31111111111111,3.7111111111111112
2020-09-23 15:56:00,-7.2,2.466666666666667,9.844444444444445,17.244444444444444,21.066666666666666,-10.066666666666666,1.8888888888888888,6.4,4.4222222222222225,10.266666666666667,-18.333333333333332,3.8
2020-09-23 15:57:00,-7.4,2.422222222222222,9.844444444444445,17.155555555555555,21.11111111111111,-10.11111111111111,2.0444444444444443,6.555555555555555,4.511111111111111,10.266666666666667,-18.355555555555554,3.911111111111111
2020-09-23 15:58:00,-7.6,2.3555555555555556,9.8,17.08888888888889,21.155555555555555,-10.177777777777777,2.2222222222222223,6.733333333333333,4.555555555555555,10.311111111111112,-18.377777777777776,4.066666666666666
2020-09-23 15:59:00,-7.822222222222222,2.2888888888888888,9.733333333333333,16.977777777777778,21.177777777777777,-10.244444444444444,2.4,6.911111111111111,4.5777777777777775,10.355555555555556,-18.444444444444443,4.177777777777778
2020-09-23 16:00:00,-8.044444444444444,2.2,9.666666666666666,16.88888888888889,21.155555555555555,-10.333333333333334,2.5555555555555554,7.044444444444444,4.5777777777777775,10.377777777777778,-18.533333333333335,4.2444444444444445
2020-09-23 16:01:00,-8.222222222222221,2.1555555555555554,9.6,16.8,21.177777777777777,-10.4,2.7111111111111112,7.177777777777778,4.5777777777777775,10.377777777777778,-18.6,4.288888888888889
2020-09-23 16:02:00,-8.4,2.111111111111111,9.511111111111111,16.68888888888889,21.244444444444444,-10.511111111111111,2.8444444444444446,7.311111111111111,4.5777777777777775,10.355555555555556,-18.68888888888889,4.333333333333333
2020-09-23 16:03:00,-8.577777777777778,2.066666666666667,9.422222222222222,16.622222222222224,21.333333333333332,-10.6,3.0,7.444444444444445,4.5777777777777775,10.311111111111112,-18.77777777777778,4.377777777777778
2020-09-23 16:04:00,-8.777777777777779,2.022222222222222,9.333333333333334,16.555555555555557,21.42222222222222,-10.644444444444444,3.2,7.622222222222222,4.555555555555555,10.266666666666667,-18.844444444444445,4.4
2020-09-23 16:05:00,-8.955555555555556,2.0,9.266666666666667,16.533333333333335,21.466666666666665,-10.733333333333333,3.4,7.8,4.555555555555555,10.222222222222221,-18.933333333333334,4.377777777777778
2020-09-23 16:06:00,-9.11111111111111,2.0,9.2,16.511111111111113,21.511111111111113,-10.822222222222223,3.6,8.0,4.555555555555555,10.177777777777777,-19.022222222222222,4.355555555555555
