"Acelga", 18.09, 855
"Lima", 1031.31, 180
"Durazno", 165.52, 640
"Sandía", 83.84, 999
"Kiwi", 431.81, 480
"Choclo", 67.07, 294
"Palta", 445.10, 575
"Tomate", 755.68, 864
"Espárrago", 630.01, 176
"Morrón", 2871.32, 534
"Frambuesa", 2029.30, 107
"Mandarina", 11.60, 820
"Alcachofa", 148.40, 318
"Melón", 113.20, 396
"Banana", 61.19, 980
"Durazno", 127.25, 752
"Repollo", 4.49, 784
"Champignon", 3521.86, 112
"Choclo", 66.81, 354
"Durazno", 270.65, 936
"Lima", 1367.04, 234
"Mandarina", 28.96, 1140
"Repollo", 6.90, 658
"Ajo", 934.44, 93
"Choclo", 51.77, 330
"Pera", 143.72, 1170
"Pomelo", 46.47, 855
"Uva", 705.17, 249
"Naranja", 14.72, 1020
"Kiwi", 405.40, 372
"Naranja", 14.79, 1010
"Manzana", 165.61, 1000
"Mandarina", 20.31, 1130
"Uva", 738.39, 297
"Pepino", 38.41, 425
"Kinoto", 29.19, 206
"Coliflor", 29.19, 490
"Pera", 150.91, 1080
"Pera", 146.28, 910
"Berenjena", 65.08, 594
"Palta", 1169.26, 384
"Limon", 330.43, 707
"Repollo", 6.20, 686
"Pera", 138.20, 1060
"Ciruela", 950.92, 945
"Frutilla", 304.75, 303
"Melón", 111.78, 444
"Papa", 14.55, 1080
"Pepino", 44.63, 550
"Morrón", 2959.52, 564
"Acelga", 18.97, 1008
"Limon", 333.65, 693
"Mandarina", 25.45, 1060
"TomCherry", 553.64, 164
"Limon", 302.20, 616
"Cebolla", 61.52, 928
"Durazno", 278.66, 736
"Durazno", 146.69, 664
"Berenjena", 55.97, 714
"Alcachofa", 150.78, 360
"Zuccini", 69.61, 522
"Repollo", 3.63, 756
"Pera", 149.89, 800
"Lechuga", 47.66, 1008
"Espárrago", 608.13, 178
"Berenjena", 49.81, 690
"Sandía", 53.94, 756
"Lechuga", 45.50, 900
"Frutilla", 265.62, 330
"Acelga", 23.13, 1053
"Alcachofa", 155.64, 288
"Champignon", 3668.85, 120
"Palta", 454.45, 400
"Espárrago", 635.13, 166
"Palta", 1167.20, 400
"Pera", 157.61, 1060
"Palta", 1133.17, 428
"Kiwi", 427.13, 448
"Morrón", 2875.28, 534
"Espárrago", 596.76, 176
"Lima", 1038.43, 164
"Champignon", 3667.88, 106
"Espárrago", 615.95, 160
"Apio", 55.72, 360
"Sandía", 64.85, 720
"Berenjena", 53.76, 534
"Palta", 483.22, 430
"Espárrago", 624.93, 222
"Cebolla", 63.26, 840
"Frutilla", 269.36, 324
"Alcachofa", 140.14, 282
"Espárrago", 609.10, 220
"Brócoli", 329.65, 380
"Durazno", 279.89, 944
"Papa", 18.66, 900
"Mandarina", 16.27, 1180
"Espárrago", 636.51, 228
"Durazno", 276.95, 792
"Rabanito", 209.75, 336
"Cebolla", 69.45, 696
"Durazno", 148.46, 808
"Batata", 24.15, 860
"Kinoto", 30.75, 240
"Champignon", 3595.62, 110
"Uva", 711.07, 303
"Frutilla", 286.47, 339
"Cebolla", 62.15, 816
"Tomate", 722.42, 846
"TomCherry", 535.05, 194
"Acelga", 15.22, 1080
"Alcachofa", 148.00, 357
"Higo", 2521.41, 97
"Espárrago", 591.90, 194
"Choclo", 57.69, 246
"Tomate", 738.28, 990
"Palta", 1131.08, 416
"Batata", 22.96, 870
"Morrón", 2971.22, 660
"Kinoto", 35.33, 192
"Coliflor", 26.18, 565
"Ajo", 908.62, 114
"Higo", 2520.21, 82
"Pomelo", 48.15, 1053
"Lima", 1259.94, 166
"Frambuesa", 2068.75, 113
"Repollo", 3.52, 833
"Naranja", 25.50, 1040
"Lima", 1005.88, 206
"Tomate", 753.01, 1044
"Cereza", 1005.18, 176
"Papa", 17.82, 850
"Zanahoria", 42.68, 618
"Lima", 1251.22, 174
"Champignon", 3645.11, 85
"Mandarina", 17.72, 1150
"Limon", 311.31, 826
"Acelga", 14.29, 738
"Higo", 2473.01, 90
"Kinoto", 26.47, 178
"Melón", 117.47, 404
"Manzana", 112.79, 910
"Pera", 161.96, 930
"Tomate", 755.80, 756
"Ajo", 914.45, 99
"Rabanito", 219.82, 276
"Choclo", 59.92, 291
"Lima", 1335.64, 186
"Kinoto", 31.95, 238
"Papa", 21.68, 1060
"Uva", 707.45, 318
"Batata", 17.94, 1120
"Brócoli", 348.61, 340
"Durazno", 140.94, 904
"Palta", 1160.81, 416
"Zanahoria", 17.17, 510
"Uva", 689.48, 360
"Berenjena", 58.62, 492
"Mandarina", 25.34, 1060
"Tomate", 744.00, 792
"Champignon", 3613.59, 113
"Coliflor", 33.87, 525
"Acelga", 18.89, 1062
"Kiwi", 417.53, 480
"Repollo", 7.01, 672
"TomCherry", 553.39, 164
"Uva", 722.49, 345
"Kinoto", 44.01, 162
"Pepino", 39.05, 505
"Espárrago", 662.33, 200
"Rabanito", 242.42, 327
"Berenjena", 59.87, 480
"Uva", 724.25, 291
"Uva", 709.90, 246
"Sandía", 54.01, 765
"Pepino", 42.02, 400
"Palta", 466.20, 455
"Repollo", 8.29, 595
"Frambuesa", 2080.49, 114
"Apio", 52.85, 324
"Batata", 29.20, 950
"Morrón", 2973.34, 654
"Lima", 995.59, 198
"Zanahoria", 26.75, 690
"Kinoto", 24.24, 212
"Mandarina", 20.44, 1020
"Morrón", 3031.79, 714
"Kinoto", 34.71, 194
"Apio", 65.97, 351
"Durazno", 165.87, 904
"Choclo", 52.15, 249
"Lima", 1004.92, 200
"Pera", 141.27, 1190
"Pomelo", 53.61, 783
"Tomate", 734.52, 828
"Acelga", 17.43, 792
"Lima", 1349.92, 240
"Durazno", 171.38, 936
"Cereza", 1044.10, 192
"Cebolla", 66.17, 872
"Tomate", 795.59, 828
"Kinoto", 30.74, 180
"Pera", 156.15, 860
"Lima", 1206.65, 234
"Banana", 62.35, 1180
"Kiwi", 444.81, 396
"Acelga", 23.45, 972
"Lima", 1347.22, 224
"Berenjena", 39.96, 624
"Coliflor", 30.56, 585
"Frambuesa", 2046.91, 88
"Brócoli", 336.59, 388
"Durazno", 144.48, 944
"Cebolla", 63.66, 816
"Lima", 1057.23, 194
"Durazno", 198.16, 912
"Champignon", 3652.85, 88
"Durazno", 159.49, 696
"Frutilla", 331.42, 315
"Kiwi", 426.10, 436
"Coliflor", 30.68, 510
"Durazno", 175.67, 816
"Berenjena", 65.19, 654
"Lima", 1018.51, 236
"Lima", 1227.63, 208
"Durazno", 163.52, 832
"Rabanito", 206.53, 270
"Durazno", 148.44, 960
"Papa", 18.68, 1120
"Ajo", 881.52, 87
"Melón", 101.82, 412
"Brócoli", 367.25, 452
"Banana", 65.45, 990
"Batata", 24.93, 870
"Zanahoria", 32.80, 666
"Repollo", 4.22, 777
"Banana", 62.80, 890
"Durazno", 273.42, 824
"Manzana", 106.58, 1080
"Ciruela", 973.53, 1044
"Ciruela", 938.78, 1008
"Manzana", 146.98, 970
"Durazno", 278.12, 872
"Papa", 16.03, 940
"Morrón", 2852.87, 588
"Berenjena", 61.89, 660
"Choclo", 66.86, 282
"Durazno", 258.08, 896
"Lima", 1079.54, 178
"Frambuesa", 2106.99, 86
"Lima", 1044.54, 176
"Uva", 750.78, 267
"Naranja", 11.27, 830
"Durazno", 172.51, 768
"Champignon", 3560.78, 99
"Alcachofa", 154.66, 309
"Rabanito", 225.23, 309
"Espárrago", 626.70, 222
"Lechuga", 42.27, 810
"Zuccini", 89.54, 480
"Batata", 18.27, 930
"Kinoto", 40.05, 190
"Durazno", 156.58, 720
"Palta", 1141.37, 368
"Pepino", 33.50, 410
"Banana", 66.35, 950
"Berenjena", 51.76, 594
"Durazno", 264.57, 808
"Repollo", 3.72, 665
"Repollo", 6.57, 805
"Zanahoria", 34.94, 480
"Frutilla", 266.63, 285
"Acelga", 18.71, 765
"Kiwi", 421.74, 360
"Frambuesa", 1994.87, 101
"Brócoli", 392.17, 352
"Espárrago", 608.30, 228
"Banana", 59.62, 1190
"Ciruela", 958.64, 900
"Frambuesa", 2093.98, 98
"TomCherry", 545.24, 240
"Frambuesa", 1951.17, 81
"Brócoli", 338.91, 452
"Calabaza", 24.96, 648
"Brócoli", 357.61, 356
"Manzana", 124.69, 970
"Pepino", 35.83, 475
"Berenjena", 45.27, 552
"Manzana", 124.14, 1020
"Banana", 66.25, 1050
"Coliflor", 22.76, 500
"Lechuga", 43.14, 981
"Frambuesa", 2076.31, 83
"Lima", 1377.33, 204
"Lechuga", 35.65, 765
"Calabaza", 16.18, 888
"Apio", 58.66, 357
"Palta", 498.01, 465
"Ciruela", 924.53, 783
"Alcachofa", 138.06, 279
"Apio", 51.40, 258
"Pepino", 32.86, 560
"Repollo", 4.04, 770
"Pepino", 43.44, 400
"Lechuga", 41.91, 1053
"Lechuga", 37.77, 1062
"Lima", 1039.37, 188
"Pera", 147.74, 820
"Caqui", 863.18, 95
"Palta", 1175.31, 320
"Uva", 712.33, 339
"Ciruela", 976.74, 873
"Palta", 1146.22, 424
"Mandarina", 21.21, 1060
"Pomelo", 49.15, 765
"Zanahoria", 36.08, 576
"Lima", 1257.01, 182
"Apio", 57.26, 273
"Manzana", 148.21, 830
"Lechuga", 34.53, 819
"Cebolla", 72.20, 824
"Lima", 1364.96, 184
"Mandarina", 23.03, 840
"Calabaza", 6.94, 792
"Rabanito", 229.59, 339
"Champignon", 3711.02, 90
"Naranja", 14.03, 940
"Durazno", 180.99, 728
"Ciruela", 976.62, 891
"Lima", 1381.41, 196
"Kinoto", 37.10, 238
"Limon", 322.10, 672
"Pomelo", 41.62, 774
"Durazno", 249.86, 696
"Brócoli", 370.65, 452
"Kinoto", 33.52, 208
"Espárrago", 634.80, 182
"Frambuesa", 2076.26, 114
"Lima", 1158.85, 186
"Pomelo", 57.05, 765
"Rabanito", 222.67, 315
"Mandarina", 22.47, 1040
"Calabaza", 16.07, 760
"Brócoli", 354.96, 356
"Zuccini", 71.49, 540
"Cebolla", 65.86, 784
"Coliflor", 33.62, 580
"Espárrago", 656.84, 196
"Espárrago", 623.86, 164
"Naranja", 16.04, 830
"Melón", 125.59, 372
"Lima", 1384.00, 162
"Mandarina", 13.71, 870
"Durazno", 249.52, 768
"Repollo", 5.41, 833
"Ciruela", 910.20, 1062
"Ciruela", 946.18, 765
"Pera", 144.93, 980
"Brócoli", 327.86, 368
"Frutilla", 290.39, 258
"Lima", 1009.79, 234
"Ajo", 882.79, 95
"Frutilla", 304.87, 312
"Zuccini", 74.96, 606
"Champignon", 3605.74, 112
"Frutilla", 250.59, 240
"Ciruela", 989.55, 891
"Sandía", 68.74, 927
"Melón", 96.31, 396
"Pepino", 38.80, 565
"Batata", 17.87, 1020
"Manzana", 128.99, 1190
"Manzana", 126.73, 830
"Berenjena", 62.94, 708
"Palta", 497.76, 475
"Rabanito", 217.32, 273
"Batata", 15.99, 800
"Uva", 709.00, 240
"Lechuga", 43.41, 720
"Manzana", 123.52, 1060
"Tomate", 770.83, 909
"Coliflor", 20.20, 500
"Frambuesa", 1981.79, 89
"Espárrago", 638.35, 198
"Tomate", 731.81, 999
"Lima", 989.82, 218
"Acelga", 22.16, 1008
"Champignon", 3484.72, 101
"Tomate", 718.77, 1053
"Champignon", 3571.89, 85
"Batata", 26.23, 830
"Champignon", 3612.68, 83
"Ajo", 899.45, 100
"Durazno", 253.74, 640
"Pera", 138.49, 800
"Espárrago", 642.25, 238
"Naranja", 16.19, 850
"Champignon", 3665.65, 98
"Manzana", 140.88, 1110
"Tomate", 738.07, 936
"Limon", 342.92, 637
"Rabanito", 223.78, 249
"Palta", 1086.43, 320
"Caqui", 833.21, 98
"Pomelo", 48.11, 828
"Naranja", 13.57, 960
"Repollo", 7.32, 770
"Batata", 23.94, 1080
"Banana", 70.25, 880
"Manzana", 126.66, 890
"Kinoto", 34.99, 234
"Rabanito", 209.80, 303
"Cebolla", 57.99, 928
"Naranja", 9.45, 960
"Banana", 55.40, 1180
"Coliflor", 26.82, 495
"Palta", 1182.71, 324
"Durazno", 110.13, 640
"Frambuesa", 2078.68, 92
"Champignon", 3613.91, 92
"Palta", 497.15, 405
"Repollo", -0.51, 637
"Tomate", 767.47, 1080
"Higo", 2540.32, 103
"Lima", 1360.17, 208
"Acelga", 21.91, 927
"Pomelo", 65.34, 936
"Espárrago", 649.60, 178
"Kinoto", 36.84, 166
"Apio", 65.71, 348
"Calabaza", 21.18, 888
"Morrón", 2843.29, 600
"Frambuesa", 2052.73, 81
"Ciruela", 937.82, 900
"Ciruela", 979.47, 1080
"Kiwi", 439.31, 472
"Melón", 105.67, 436
"Melón", 109.83, 408
"Pera", 154.52, 1130
"Lechuga", 40.62, 981
"Lima", 1353.79, 232
"Pomelo", 52.20, 729
"Kiwi", 457.34, 356
"Frutilla", 294.24, 321
"Zuccini", 75.74, 582
"Higo", 2474.87, 105
"Repollo", 6.67, 630
"Coliflor", 17.18, 525
"Zanahoria", 33.89, 708
"Apio", 57.59, 288
"Lima", 1250.75, 204
"Palta", 507.06, 420
"Pepino", 28.62, 475
"Cereza", 1025.60, 210
"Repollo", 0.67, 574
"Palta", 1208.08, 364
"Durazno", 268.81, 784
"Palta", 1202.71, 432
"Papa", 24.64, 1180
"Limon", 322.97, 784
"Apio", 42.91, 300
"Morrón", 2969.25, 564
"Ajo", 926.07, 101
"Lima", 1319.63, 208
"Higo", 2503.36, 105
"Lima", 1022.03, 212
"Morrón", 2941.36, 582
"Naranja", 18.02, 1050
"Pomelo", 47.89, 954
"Repollo", 4.22, 693
"Coliflor", 20.42, 505
"Manzana", 135.91, 920
"Uva", 736.72, 321
"Mandarina", 17.54, 1090
"Alcachofa", 147.44, 321
"Calabaza", 25.95, 736
"Batata", 17.37, 860
"Choclo", 58.38, 294
"Mandarina", 28.81, 1100
"TomCherry", 524.43, 168
"Lima", 1373.34, 160
"Tomate", 738.91, 891
"Naranja", 13.92, 800
"Pera", 174.51, 1150
"Cebolla", 73.18, 816
"Berenjena", 65.77, 486
"Champignon", 3387.32, 80
"Ajo", 993.89, 95
"Rabanito", 204.31, 351
"Durazno", 156.86, 864
"Frambuesa", 2060.35, 80
"Durazno", 164.83, 784
"Durazno", 155.06, 696
"Higo", 2456.78, 90
"Choclo", 47.46, 264
"Durazno", 278.50, 824
"TomCherry", 566.79, 204
"Pomelo", 46.31, 1053
"Pepino", 32.37, 565
"Ciruela", 997.65, 927
"Brócoli", 389.00, 416
"Lima", 983.24, 202
"Durazno", 159.99, 960
"Pepino", 32.98, 400
"Lima", 1403.39, 204
"Ajo", 859.60, 117
"Choclo", 53.78, 297
"Espárrago", 647.55, 168
"Calabaza", 25.41, 696
"Zuccini", 74.85, 492
"Berenjena", 56.36, 708
"Palta", 1188.10, 452
"Pera", 138.00, 920
"Coliflor", 24.04, 585
"Tomate", 773.39, 972
"Champignon", 3631.23, 119
"Naranja", 13.13, 1000
"Caqui", 832.77, 114
"Frambuesa", 1964.52, 112
"Higo", 2440.14, 84
"Champignon", 3584.50, 81
"Pomelo", 34.27, 963
"Mandarina", 11.65, 1020
"Papa", 14.67, 970
"Durazno", 165.60, 664
"Ciruela", 952.82, 891
"Champignon", 3628.91, 104
"Palta", 515.56, 455
"Naranja", 12.58, 940
"Manzana", 140.91, 1170
"Pera", 160.59, 1030
"Frutilla", 294.39, 330
"Rabanito", 213.75, 309
"Espárrago", 611.55, 230
"Papa", 7.11, 800
"Ciruela", 962.06, 1053
"Choclo", 50.16, 261
"Batata", 12.49, 1090
"Naranja", 10.34, 820
"Naranja", 17.24, 1180
"Mandarina", 10.13, 930
"Palta", 1145.26, 440
"Champignon", 3565.46, 117
"Frutilla", 305.20, 333
"Limon", 285.65, 742
"Banana", 37.81, 960
"Melón", 125.38, 352
"Champignon", 3567.99, 88
"Frutilla", 288.99, 288
"Sandía", 57.95, 972
"Apio", 49.62, 258
"Manzana", 114.98, 1170
"Limon", 301.27, 826
"Lechuga", 25.05, 981
"Apio", 55.18, 312
"Kinoto", 34.33, 166
"Uva", 701.50, 297
"Tomate", 751.69, 819
"Pepino", 40.13, 555
"Pomelo", 33.39, 720
"Repollo", 4.74, 735
"Lechuga", 28.67, 891
"Rabanito", 234.20, 324
"Lima", 1436.09, 238
"Calabaza", 20.14, 928
"Limon", 334.97, 742
"Mandarina", 23.18, 870
"Espárrago", 635.20, 202
"Tomate", 741.96, 873
"Espárrago", 583.00, 228
"Lechuga", 37.17, 1071
"Uva", 736.48, 243
"Cebolla", 76.17, 664
"Caqui", 833.58, 106
"Ajo", 936.82, 97
"Manzana", 122.37, 820
"Cebolla", 80.09, 832
"Choclo", 54.28, 354
"Mandarina", 15.34, 840
"Caqui", 785.49, 108
"Repollo", 4.85, 805
"Brócoli", 365.19, 396
"Durazno", 155.35, 744
"Choclo", 60.32, 249
"Palta", 1111.88, 348
"Coliflor", 30.14, 405
"Pepino", 37.44, 430
"Palta", 473.45, 430
"Melón", 109.01, 332
"Palta", 1167.42, 416
"Coliflor", 23.24, 555
"Batata", 23.56, 1050
"Naranja", 19.33, 1190
"Higo", 2549.04, 115
"Tomate", 796.70, 1035
"Tomate", 777.51, 954
"Mandarina", 16.71, 1140
"Repollo", 7.84, 798
"Ciruela", 948.10, 774
"Rabanito", 214.89, 261
"Calabaza", 21.74, 808
"TomCherry", 542.54, 218
"Pera", 139.05, 1090
"Melón", 113.93, 404
"Naranja", 9.69, 990
"Morrón", 2970.86, 624
"Tomate", 731.88, 819
"Zuccini", 87.66, 516
"Manzana", 123.91, 930
"Manzana", 142.61, 910
"Choclo", 51.39, 339
"Uva", 721.95, 333
"Calabaza", 17.74, 696
"Apio", 56.67, 333
"Calabaza", 16.08, 800
"Banana", 74.65, 1010
"Alcachofa", 111.56, 273
"Palta", 485.72, 555
"Choclo", 49.46, 339
"Berenjena", 50.17, 546
"Zuccini", 95.86, 672
"Durazno", 272.30, 656
"Uva", 713.63, 312
"Rabanito", 207.81, 246
"Naranja", 14.46, 1190
"Higo", 2465.86, 118
"Higo", 2496.50, 103
"Rabanito", 208.23, 321
"Batata", 21.50, 1200
"Calabaza", 21.73, 664
"Lechuga", 31.15, 981
"Melón", 104.59, 468
"Alcachofa", 148.95, 270
"Morrón", 2922.81, 588
"Kinoto", 27.22, 204
"Sandía", 59.59, 1071
"Sandía", 67.48, 990
"Durazno", 247.33, 888
"Ajo", 918.59, 101
"Ciruela", 937.88, 954
"Frambuesa", 2036.58, 82
"Coliflor", 27.46, 450
"Caqui", 854.90, 93
"Berenjena", 61.99, 558
"Kiwi", 403.76, 404
"Brócoli", 356.70, 448
"Lechuga", 34.74, 900
"Zuccini", 89.48, 564
"Espárrago", 624.41, 208
"Zuccini", 92.84, 696
"Banana", 65.96, 1030
"Manzana", 168.89, 1110
"Zuccini", 77.96, 666
"Frambuesa", 2056.94, 90
"Lechuga", 46.18, 792
"Durazno", 168.65, 792
"Espárrago", 626.98, 210
"Espárrago", 635.23, 178
"Sandía", 60.46, 1071
"Manzana", 140.17, 820
"Palta", 1140.95, 440
"Naranja", 8.41, 850
"Calabaza", 22.97, 856
"Zanahoria", 34.40, 582
"Berenjena", 56.01, 552
"Pomelo", 38.58, 1035
"Kinoto", 38.67, 222
"Durazno", 168.25, 848
"Batata", 18.94, 1120
"Apio", 64.34, 285
"Apio", 65.73, 333
"Higo", 2550.50, 114
"Champignon", 3577.26, 83
"Palta", 1181.22, 360
"Rabanito", 236.80, 321
"Melón", 119.89, 320
"Calabaza", 18.42, 688
"Espárrago", 608.54, 194
"Naranja", 10.59, 890
"Higo", 2531.19, 108
"Kinoto", 32.67, 238
"Zuccini", 92.40, 666
"Pomelo", 47.77, 801
"Berenjena", 60.33, 588
"Mandarina", 18.46, 880
"Espárrago", 680.30, 208
"Choclo", 55.32, 246
"Durazno", 158.20, 696
"Morrón", 2941.21, 618
"Higo", 2498.70, 119
"Melón", 125.66, 416
"Palta", 471.85, 525
"Frambuesa", 2036.89, 95
"Papa", 16.69, 1070
"Ajo", 910.16, 96
"Ciruela", 974.46, 756
"Lima", 1245.55, 220
"Manzana", 156.64, 1080
"Pepino", 41.96, 455
"Batata", 22.58, 1170
"Cereza", 966.24, 200
"TomCherry", 582.84, 196
"Tomate", 733.30, 1080
"Batata", 28.30, 1160
"Champignon", 3690.34, 100
"Repollo", 9.23, 567
"Durazno", 153.07, 704
"Kinoto", 34.19, 226
"Berenjena", 55.84, 606
"Kiwi", 446.78, 444
"Espárrago", 617.08, 204
"Higo", 2448.68, 110
"Banana", 62.15, 810
"Apio", 41.31, 252
"Ajo", 932.50, 82
"Ciruela", 983.38, 1008
"Uva", 721.05, 255
"Brócoli", 351.88, 356
"Cereza", 997.38, 210
"Acelga", 20.20, 927
"Calabaza", 29.22, 840
"Mandarina", 7.40, 1180
"Espárrago", 632.43, 224
"Durazno", 143.11, 952
"Higo", 2436.00, 80
"Durazno", 292.29, 960
"Limon", 343.95, 728
"Acelga", 16.81, 873
"Papa", 20.17, 950
"Durazno", 299.76, 720
"Acelga", 23.50, 1062
"Sandía", 62.27, 738
"Champignon", 3579.55, 119
"Durazno", 248.49, 832
"Lima", 1393.58, 178
"Durazno", 162.85, 864
"Sandía", 70.10, 999
"Manzana", 143.06, 1170
"TomCherry", 514.67, 212
"Choclo", 60.00, 243
"Frutilla", 308.74, 339
"Pepino", 35.80, 545
"Cebolla", 61.09, 712
"Cereza", 1000.68, 204
"Higo", 2564.57, 80
"Cereza", 1041.31, 218
"Higo", 2519.67, 98
"Ciruela", 932.82, 792
"Calabaza", 19.98, 832
"Papa", 18.18, 980
"Limon", 355.84, 637
"Sandía", 65.91, 900
"Morrón", 3071.73, 672
"Tomate", 719.48, 864
"Espárrago", 576.58, 208
"Durazno", 140.71, 768
"Frambuesa", 2047.97, 112
"TomCherry", 521.49, 176
"Cebolla", 66.00, 952
"Banana", 71.89, 1060
"Uva", 679.39, 297
"Berenjena", 60.10, 666
"Acelga", 23.30, 792
"Durazno", 136.02, 880
"Manzana", 122.75, 1130
"Pomelo", 41.17, 990
"Ciruela", 989.79, 792
"Batata", 15.15, 1060
"Palta", 1094.83, 416
"Brócoli", 371.00, 400
"Pomelo", 53.25, 900
"Pomelo", 41.88, 1008
